CODIGO_ID	Fecha	MarcaMora_Tarjeta	ORIGEN_APROBACION	FORMA_PAGO	SALDO_TOTAL_TARJETA	CUPO_PROMEDIO_TARJETA	SALDO_UTILIZ_PROM_CLIENTE	CANTIDAD_TOTAL_AVANCES	ANTIGUEDAD_TARJETA_ANIOS	PROMEDIO_MENSUAL_CONSUMOS_LOCALES	MAXIMO_NUM_DIAS_VENCIDO	NUMERO_OPERACIONES_TITULAR	PROMEDIO_DIAS_SOBREGIRO_CC	PROMEDIO_MENSUAL_SALDO_CUENTA_PASIVO	MARCA_CUENTA_CORRIENTE	MARCA_CUENTA_AHORROS	RIESGO_CLIENTE_TOTAL_GFP	VALOR_DEPOSITO_A_PLAZO	SEGMENTO_RIESGO	SUCURSAL	EDAD	GENERO	INSTRUCCION	NUM_TC_SIST_FIM
9378	2018-06-14	0	Proactivo	Si	1122.47	1200	380.59	0	2	0	8	2	0	162.4054	Si	Si	1032.26	0	A	QUITO	35	MAS	SEC	5
9379	2018-06-20	0	Proactivo	No	495.06	700	483.935	0	2	120.52	3	3	0	79.6522	Si	Si	454.09	0	A	QUITO	46	MAS	UNI	5
9380	2018-06-14	0	Proactivo	Si	24.31	1000	47.5283	0	2	0	0	1	0	387.2965	Si	Si	0	0	A	GUAYAQUIL	26	FEM	SEC	4
9381	2018-06-02	0	Proactivo	No	1059.4	1033.3333	679.0966	5	2	82.98	4	2	0	6.2074	Si	Si	1093.66	0	A	GUAYAQUIL	39	FEM	SEC	3
9382	2018-06-30	0	Proactivo	No	431.1	1366.6666	794.71	0	2	37.66	3	1	0	304.2756	Si	Si	704.15	3509.45	A	QUITO	38	FEM	SEC	5
9383	2018-06-19	0	Proactivo	No	253.1	1200	11.6166	0	2	0	4	2	0	336.0463	Si	Si	170.1	0	A	QUITO	35	MAS	SEC	5
9384	2018-06-29	0	Proactivo	Si	1605.47	4600	1223.885	1	2	704.29	0	1	0	10253.1968	Si	Si	1302.57	0	A	GUAYAQUIL	29	MAS	SEC	1
9385	2018-06-06	0	Proactivo	No	217.45	800	45.5533	2	2	0	3	1	0	53.2527	Si	Si	191.1	0	A	GUAYAQUIL	50	FEM	UNI	3
9386	2018-06-23	0	Proactivo	No	502.75	600	450.1916	5	2	77.16	31	1	0	29.7141	Si	Si	948.05	0	A	GUAYAQUIL	48	MAS	UNI	2
9387	2018-06-19	0	Proactivo	Si	664.82	1450	663.995	0	2	140.07	0	3	0	420.4093	Si	Si	714.53	0	A	GUAYAQUIL	37	FEM	SEC	4
9388	2018-06-11	0	Proactivo	No	1300.57	3100	1471.4916	0	10	328.67	21	7	0	15.34	Si	Si	1300.57	0	A	IBARRA	48	MAS	UNI	1
9389	2018-06-27	0	Proactivo	No	375.57	716.6666	247.1	0	2	90.21	30	2	0	53.2274	Si	Si	288.02	0	C	GUAYAQUIL	31	FEM	SEC	4
9390	2018-06-03	0	Proactivo	Si	736.98	900	651.3	2	2	68.67	0	3	0	758.6279	Si	Si	734.47	0	A	QUITO	34	MAS	SEC	0
9391	2018-06-05	1	Proactivo	No	190.43	616.6666	156.685	0	2	70.08	37	1	0	0.8967	Si	Si	131.03	0	B	CUENCA	23	FEM	SEC	1
9392	2018-06-29	0	Proactivo	Si	625.43	700	426.0833	0	2	0	0	1	0	179.5701	Si	Si	508.26	0	A	QUEVEDO	49	MAS	UNI	4
9393	2018-06-16	0	Proactivo	No	438.14	800	315.67	2	2	18.62	33	1	0	9.1396	Si	Si	395.33	0	A	QUITO	33	FEM	SEC	0
9394	2018-06-16	0	Proactivo	Si	208.57	1100	328.82	0	2	22.33	21	1	0	0	Si	Si	208.57	0	A	QUITO	40	MAS	SEC	4
9395	2018-06-18	0	Proactivo	No	970.59	1150	267.84	0	2	346.23	3	2	0	64.7454	Si	Si	899.53	0	A	QUITO	31	FEM	SEC	5
9396	2018-06-12	0	Proactivo	No	710.25	1000	1070.3033	3	2	344.27	30	6	0	38.4541	Si	Si	640.13	0	D	QUITO	47	FEM	SEC	1
9397	2018-06-23	0	Proactivo	No	339.5	2000	251.55	0	10	136.27	0	2	0	0	No	No	339.5	0	A	CUENCA	32	MAS	SEC	2
9398	2018-06-08	1	Proactivo	No	753.22	800	663.6066	0	2	144.28	15	3	0	51.0102	Si	Si	710.29	0	A	QUITO	46	MAS	UNI	5
9399	2018-06-17	0	Proactivo	No	825.33	1000	649.5266	3	2	0	63	2	0	283.2465	Si	Si	825.33	0	A	QUITO	28	MAS	SEC	3
9400	2018-06-29	0	Proactivo	No	709.84	800	503.8516	0	2	730.24	1	3	0	21.6725	Si	Si	749.68	0	A	GUAYAQUIL	25	FEM	SEC	5
9401	2018-06-06	0	Proactivo	Si	924.64	800	629.805	0	2	0	9	1	1	108.8603	Si	Si	14850.76	0	A	GUAYAQUIL	30	MAS	SEC	5
9402	2018-06-26	0	Proactivo	No	334.29	1100	1049.0266	0	2	87.61	4	1	0	7.9872	Si	Si	334.29	0	A	GUAYAQUIL	44	MAS	UNI	1
9403	2018-06-29	0	Proactivo	No	1139.26	1200	672.72	2	2	0	17	2	0	66.0741	Si	Si	1139.26	0	A	QUITO	45	MAS	UNI	2
9404	2018-06-14	0	Proactivo	No	722.73	900	177.5	14	2	0	0	4	0	121.5162	Si	Si	676.31	0	B	GUAYAQUIL	31	MAS	SEC	2
9405	2018-06-26	0	Proactivo	No	930.78	1000	1045.3783	4	2	0	0	5	0	112.3647	Si	Si	930.78	0	A	QUITO	45	MAS	UNI	4
9406	2018-06-27	0	Proactivo	No	483.26	800	53.6133	0	2	35.65	9	1	0	8402.7688	Si	Si	665.11	0	A	QUITO	32	FEM	SEC	5
9407	2018-06-23	0	Proactivo	No	829.5	1200	196.0066	7	2	0	8	1	0	36.6282	Si	Si	829.5	0	A	QUITO	31	MAS	SEC	4
9408	2018-06-25	0	Proactivo	Si	772.48	300	266.8566	1	2	0	0	3	0	190.8364	Si	Si	1598.26	0	A	QUITO	41	MAS	SEC	0
9409	2018-06-26	0	Proactivo	No	1429.5	1416.6666	1201.5466	0	2	205.25	0	6	0	239.4391	Si	Si	3432.7	0	B	QUITO	29	MAS	SEC	3
9410	2018-06-22	0	Demanda	No	904.66	900	1004.0416	3	2	0	1	10	0	0	No	No	898.38	0	A	GUAYAQUIL	37	FEM	SEC	4
9411	2018-06-19	0	Proactivo	No	6996.49	8000	4402.7033	4	2	356.8	21	7	0	2754.5345	No	No	6996.49	0	A	MANTA	26	MAS	SEC	0
9412	2018-06-06	0	Proactivo	Si	301.79	500	440.2866	0	2	86.76	9	3	0	0.7898	Si	Si	335.09	0	A	QUITO	35	FEM	SEC	5
9413	2018-06-28	0	Proactivo	No	88.86	3000	76.865	4	2	0	0	2	0	0	No	No	288.86	0	A	QUITO	33	FEM	SEC	5
9414	2018-06-22	0	Proactivo	No	1806.18	3000	1214.1783	0	2	207.52	23	5	0	0	No	No	1806.18	0	A	QUITO	25	MAS	SEC	5
9415	2018-06-14	0	Proactivo	No	606.28	2166.6666	712.3433	3	2	32.55	17	6	0	0	No	No	673.4	0	A	GUAYAQUIL	28	MAS	SEC	1
9416	2018-06-08	0	Proactivo	No	1951.62	2800	2401.05	0	2	168.6	33	5	0	0	No	No	1854.38	0	B	GUAYAQUIL	45	MAS	UNI	4
9417	2018-06-28	0	Proactivo	No	1737.51	2166.6666	1393.0233	2	2	0	18	3	0	0	No	No	1658.9	0	B	GUAYAQUIL	30	MAS	SEC	1
9418	2018-06-03	0	Proactivo	No	300.58	2400	1510.79	0	2	137.96	35	1	0	0	No	No	300.58	0	A	GUAYAQUIL	29	MAS	SEC	5
9419	2018-06-28	0	Proactivo	No	1383.46	2166.6666	742.515	0	2	0	33	5	0	0	No	No	1265.45	0	A	GUAYAQUIL	42	FEM	SEC	1
9420	2018-06-14	0	Proactivo	No	433.85	10500	0	0	11	0	8	7	0	25024.2828	Si	Si	15673.89	10609.38	A	QUITO	33	MAS	SEC	3
9421	2018-06-23	0	Proactivo	No	2354.42	3000	2143.455	5	2	29.96	10	5	0	0	No	No	2242.09	0	A	GUAYAQUIL	33	MAS	SEC	4
9422	2018-06-18	0	Proactivo	No	86.11	2400	518.4433	0	2	113.11	9	5	0	0	No	No	36.68	0	A	GUAYAQUIL	40	MAS	SEC	3
9423	2018-06-13	0	Proactivo	No	2234.84	2583.3333	2310.5316	0	2	69.27	26	5	0	0	No	No	2102.99	0	A	QUITO	34	MAS	SEC	0
9424	2018-06-29	0	Proactivo	No	1866.65	2166.6666	958.0333	7	2	0	23	3	0	0	No	No	1758.99	0	A	GUAYAQUIL	38	FEM	SEC	4
9425	2018-06-02	0	Proactivo	No	1364.15	2000	1616.8866	5	2	0	58	4	0	0	No	No	1364.15	0	A	GUAYAQUIL	47	MAS	UNI	5
9426	2018-06-22	0	Proactivo	No	2908.94	3000	2771.4566	8	2	234.93	8	5	0	0	No	No	2930.15	0	A	GUAYAQUIL	33	FEM	SEC	4
9427	2018-06-19	0	Proactivo	No	1600.63	3000	1304.1816	0	2	161.97	21	3	0	0	No	No	1422.86	0	A	GUAYAQUIL	45	FEM	UNI	3
9428	2018-06-02	1	Proactivo	No	443.63	2166.6666	259.7533	0	2	52.8	37	3	0	0	No	No	389.43	0	A	GUAYAQUIL	31	FEM	SEC	4
9429	2018-06-30	0	Proactivo	No	2075.21	3000	2070.4383	2	2	70.39	19	4	0	108.5611	Si	Si	1933.31	0	A	GUAYAQUIL	24	MAS	SEC	4
9430	2018-06-02	1	Proactivo	No	1752.11	3000	2425.0433	0	2	308.11	14	4	0	0	No	No	1752.11	0	A	GUAYAQUIL	49	FEM	UNI	0
9431	2018-06-26	0	Proactivo	No	629.22	3000	1155.8883	0	2	0	8	3	0	1705.306	Si	Si	506.03	0	A	GUAYAQUIL	35	FEM	SEC	2
9432	2018-06-17	0	Proactivo	No	2183.01	2316.6666	2185.175	8	2	187.66	38	3	0	0	No	No	2239.45	0	A	GUAYAQUIL	26	MAS	SEC	5
9433	2018-06-19	0	Proactivo	No	3070.98	3000	2821.3416	0	2	350.32	7	3	0	0	No	No	2906.2	0	A	GUAYAQUIL	49	MAS	UNI	0
9434	2018-06-06	0	Proactivo	No	2843.41	3000	1923.8083	0	2	147.81	8	3	0	0	No	No	2447.75	0	A	GUAYAQUIL	44	FEM	UNI	3
9435	2018-06-30	0	Proactivo	No	2469.9	2500	1837.9033	2	2	0	0	4	0	0	No	No	2481.99	0	A	GUAYAQUIL	47	FEM	UNI	1
9436	2018-06-26	0	Proactivo	No	432.69	1083.3333	850.3633	0	10	180.78	1	2	0	0	No	No	432.69	0	A	QUITO	39	FEM	SEC	1
9437	2018-06-16	0	Proactivo	Si	245.52	12900	850.5566	0	10	458.67	0	2	0	3152.8217	No	No	346.83	0	A	QUITO	41	MAS	SEC	2
9438	2018-06-27	0	Proactivo	No	4200.58	4500	2256.6816	0	2	0	18	4	3	915.2744	Si	Si	4200.58	0	A	QUITO	42	FEM	SEC	1
9439	2018-06-09	0	Proactivo	No	351.32	600	608.7633	0	2	53.58	8	1	0	38.5035	Si	Si	347.41	0	B	QUITO	33	MAS	SEC	1
9440	2018-06-29	0	Proactivo	No	4453.1	6950	1571.6666	0	2	0	0	4	0	4154.5248	No	No	4453.1	0	A	QUITO	41	FEM	SEC	3
9441	2018-06-29	0	Proactivo	Si	826.61	1100	1143.3566	0	2	66.58	1	5	0	13.3516	Si	Si	715.82	0	A	QUITO	23	MAS	SEC	5
9442	2018-06-22	0	Proactivo	No	259.79	4900	320.875	0	10	312.18	16	2	0	0	No	No	296.73	0	A	QUITO	41	MAS	SEC	4
9443	2018-06-20	0	Proactivo	No	200	550	523.6383	0	2	49.48	68	1	0	66.3611	Si	Si	200	0	A	QUITO	36	MAS	SEC	4
9444	2018-06-26	0	Proactivo	No	1045.49	1200	1100.9083	0	2	127.94	15	1	0	496.6236	Si	Si	1045.49	0	A	QUITO	49	FEM	UNI	0
9445	2018-06-17	0	Proactivo	No	477.68	1100	482.315	0	2	74.72	8	3	0	679.8308	Si	Si	699.21	0	A	QUITO	38	MAS	SEC	0
9446	2018-06-20	0	Proactivo	No	737.84	800	745.56	3	2	48.16	30	3	0	50.4712	Si	Si	674.9	0	A	QUITO	39	MAS	SEC	1
9447	2018-06-27	1	Proactivo	Si	418.91	816.6666	785.2233	0	2	0	37	3	0	28.4858	Si	Si	366.96	0	A	MANTA	40	MAS	SEC	0
9448	2018-06-18	0	Proactivo	No	878.47	1000	851.5266	0	2	101.01	3	1	0	70.4976	Si	Si	843.56	0	A	QUITO	37	MAS	SEC	0
9449	2018-06-20	0	Proactivo	No	820.15	1000	338.7433	0	2	86.86	9	4	0	84.249	Si	Si	865.11	0	A	QUITO	33	MAS	SEC	0
9450	2018-06-19	1	Proactivo	No	558.24	1100	950.1266	0	2	0	35	1	0	0	No	No	558.24	0	B	GUAYAQUIL	25	MAS	SEC	3
9451	2018-06-20	0	Proactivo	No	327.72	516.6666	473.09	0	2	58.54	60	3	0	1.17	Si	Si	287.18	0	A	QUITO	48	FEM	UNI	5
9452	2018-06-23	0	Proactivo	No	476.13	733.3333	473.995	3	2	0	33	1	0	43.1596	Si	Si	350.88	0	A	GUAYAQUIL	34	MAS	SEC	4
9453	2018-06-02	0	Proactivo	No	2014.77	5000	118.755	0	2	51.51	23	2	0	482.3928	Si	Si	2014.77	0	A	GUAYAQUIL	45	MAS	UNI	0
9454	2018-06-08	0	Proactivo	Si	476.25	950	525.3966	0	2	106.93	4	3	0	139.882	Si	Si	891.42	0	C	QUITO	40	FEM	SEC	0
9455	2018-06-11	0	Proactivo	Si	881.67	1200	1041.2783	0	2	45.03	14	3	0	34.2224	Si	Si	881.67	0	A	QUITO	48	MAS	UNI	4
9456	2018-06-25	0	Proactivo	No	816.33	900	994.7333	0	2	99.67	5	3	0	85.58	Si	Si	782.84	0	A	QUITO	31	MAS	SEC	3
9457	2018-06-26	0	Proactivo	No	4329.55	5000	4569.975	6	2	0	0	4	0	101.0989	Si	Si	4743.8	0	A	QUITO	43	MAS	SEC	3
9458	2018-06-12	0	Proactivo	No	920.38	1033.3333	783.3833	0	2	176.79	9	3	0	70.6941	Si	Si	2403.01	0	A	QUITO	50	FEM	UNI	4
9459	2018-06-21	0	Proactivo	No	725.53	3400	801.235	0	10	1013.88	7	3	0	0	No	No	1074.24	0	A	QUITO	27	MAS	SEC	4
9460	2018-06-20	0	Proactivo	No	716.39	1033.3333	707.8533	5	2	0	31	1	0	296.0414	Si	Si	2387.95	0	A	QUITO	34	MAS	SEC	0
9461	2018-06-04	0	Proactivo	Si	1097.82	1133.3333	706.9116	9	2	0	8	2	0	13.476	Si	Si	1097.82	0	A	GUAYAQUIL	27	FEM	SEC	2
9462	2018-06-17	0	Proactivo	No	1143.23	1200	1230.0283	3	2	19.69	27	4	0	67.1815	Si	Si	1074.81	0	A	GUAYAQUIL	48	MAS	UNI	3
9463	2018-06-17	1	Proactivo	No	4479.36	5000	1341.5766	0	2	165.03	51	1	0	35.1082	Si	Si	23209.57	0	A	QUITO	38	FEM	SEC	2
9464	2018-06-08	0	Proactivo	No	958.85	1500	552.9233	0	10	55.19	19	2	0	0	No	No	958.85	0	A	QUITO	45	MAS	UNI	0
9465	2018-06-07	0	Proactivo	No	525.79	700	420.7533	0	2	0	0	1	0	62.437	Si	Si	453.47	0	A	GUAYAQUIL	43	MAS	SEC	2
9466	2018-06-13	0	Proactivo	No	1088.2	1200	1030.96	4	2	127.78	32	5	0	78.5987	Si	Si	1004.56	0	A	GUAYAQUIL	50	MAS	UNI	4
9467	2018-06-27	0	Proactivo	No	17.04	1033.3333	634.0233	0	2	0	23	2	0	66.3917	Si	Si	0.04	0	D	GUAYAQUIL	43	MAS	SEC	5
9468	2018-06-30	0	Proactivo	No	416.93	1233.3333	288.2133	0	10	102.78	0	1	0	0	No	No	486.65	0	A	QUITO	26	MAS	SEC	1
9469	2018-06-20	0	Proactivo	No	713.15	700	683.3333	12	2	0	0	5	0	101.5399	Si	Si	696.75	0	A	QUITO	33	FEM	SEC	0
9470	2018-06-24	0	Proactivo	Si	718.32	1000	608.6683	0	2	0	0	3	0	717.3177	Si	Si	852.1	0	A	QUITO	31	MAS	SEC	3
9471	2018-06-12	0	Proactivo	No	997.33	1100	955.7266	0	2	335.76	7	3	0	118.4333	Si	Si	931.35	0	A	MANTA	32	MAS	SEC	0
9472	2018-06-26	0	Proactivo	No	539.61	700	739.5333	2	2	72.77	0	3	0	56.9102	Si	Si	539.61	0	A	QUITO	47	FEM	UNI	2
9473	2018-06-11	1	Proactivo	No	853.82	900	960.3466	4	2	150.49	6	4	0	2.8073	Si	Si	853.82	0	A	QUITO	32	FEM	SEC	3
9474	2018-06-05	0	Proactivo	No	865.72	1000	1045.585	0	2	139.08	15	4	0	122.1142	Si	Si	810.53	0	A	MANTA	35	MAS	SEC	3
9475	2018-06-23	0	Proactivo	No	460.46	2466.6666	641.9666	0	10	234.18	0	1	0	0	No	No	465.5	0	A	CUENCA	37	MAS	SEC	4
9476	2018-06-12	0	Proactivo	Si	635.3	900	536.3733	0	2	309.01	0	2	0	72.8593	Si	Si	545.78	0	A	GUAYAQUIL	44	MAS	UNI	1
9477	2018-06-30	0	Proactivo	Si	61	1200	128	0	2	24.88	24	1	0	1050.1235	Si	Si	0	0	A	QUITO	32	MAS	SEC	0
9478	2018-06-20	0	Proactivo	No	608.91	1100	534.025	0	2	0	15	3	0	139.7584	Si	Si	1081.48	0	A	QUITO	41	FEM	SEC	3
9479	2018-06-22	0	Proactivo	Si	699.53	1100	797.1333	0	2	0	9	1	0	41.9754	Si	Si	659.8	0	A	QUITO	49	FEM	UNI	5
9480	2018-06-19	0	Proactivo	No	935.13	1000	795.115	0	10	47.76	0	2	0	89.4623	Si	Si	935.13	0	A	QUITO	49	FEM	UNI	5
9481	2018-06-21	0	Proactivo	No	190	1200	1005.425	8	2	325.23	9	2	0	175.2524	Si	Si	194.78	0	A	CUENCA	44	FEM	UNI	0
9482	2018-06-26	0	Proactivo	No	268.4	1000	214.3216	0	2	25.27	8	1	0	93.4365	Si	Si	192.94	0	A	LOJA	30	MAS	SEC	4
9483	2018-06-22	1	Proactivo	No	611.53	1000	501.4883	3	2	267.27	5	1	0	0	Si	Si	611.53	0	B	QUITO	48	MAS	UNI	0
9484	2018-06-30	1	Proactivo	Si	1299.78	800	742.9166	4	2	311.98	9	4	0	59.9172	Si	Si	1299.78	0	A	QUITO	28	FEM	SEC	0
9485	2018-06-17	0	Proactivo	No	654.81	700	569.3283	2	2	0	5	5	0	96.7685	Si	Si	693.44	0	A	MANTA	27	FEM	SEC	5
9486	2018-06-10	0	Proactivo	No	165.44	900	506.6383	0	2	203.73	37	2	0	6389.7876	Si	Si	165.44	0	A	QUITO	50	MAS	UNI	1
9487	2018-06-11	1	Proactivo	No	916.39	1200	1018.5483	0	2	787.85	13	2	0	6.6791	Si	Si	680.14	0	A	QUITO	36	FEM	SEC	3
9488	2018-06-11	0	Proactivo	No	1378.5	1366.6666	1161.28	4	2	780.05	1	2	0	95.8209	Si	Si	1391.66	0	A	QUITO	49	MAS	UNI	3
9489	2018-06-29	0	Proactivo	No	3733.97	5500	539.7383	0	11	58.12	9	3	18	312.1304	No	No	3544.71	0	A	GUAYAQUIL	29	MAS	SEC	3
9490	2018-06-13	0	Proactivo	No	703.7	800	888.7516	0	2	133.26	7	1	0	145.8275	Si	Si	643.28	0	A	CUENCA	41	MAS	SEC	0
9491	2018-06-16	1	Proactivo	No	16.38	5000	3750.9566	0	2	73.51	21	5	0	146.0263	Si	Si	16.38	0	B	QUITO	30	FEM	SEC	1
9492	2018-06-17	0	Proactivo	No	1397.36	1333.3333	1388.1833	2	2	311.74	1	3	0	27.8246	Si	Si	1379.52	0	A	GUAYAQUIL	40	MAS	SEC	5
9493	2018-06-28	0	Proactivo	No	567.11	833.3333	599.1183	1	2	0	32	2	0	130.5228	Si	Si	432.14	0	A	QUITO	45	FEM	UNI	4
9494	2018-06-01	0	Proactivo	No	626.39	4300	91.4383	0	2	0	0	2	0	8795.5727	Si	Si	659.86	0	A	QUITO	29	MAS	SEC	2
9495	2018-06-27	0	Proactivo	No	489.35	766.6666	448.4016	0	2	0	34	1	0	198.3037	Si	Si	344.77	0	A	GUAYAQUIL	50	FEM	UNI	5
9496	2018-06-28	0	Proactivo	No	414.43	516.6666	184.6233	0	2	0	62	1	0	2399.0534	Si	Si	311.33	0	A	QUITO	34	FEM	SEC	0
9497	2018-06-15	0	Proactivo	No	0	8300	1616.6466	0	11	0	29	3	0	2980.5593	Si	Si	66942.72	0	A	QUITO	23	MAS	SEC	1
9498	2018-06-16	0	Proactivo	Si	672.67	700	539.55	0	2	0	4	1	0	53.5028	Si	Si	648.23	0	A	QUITO	44	MAS	UNI	4
9499	2018-06-16	0	Proactivo	Si	640.51	750	602.2416	2	2	0	32	1	0	32.4661	Si	Si	667.48	0	A	QUITO	32	MAS	SEC	4
9500	2018-06-05	0	Proactivo	Si	532.97	800	365.1966	0	2	0	9	1	0	90.065	Si	Si	532.97	0	A	QUITO	43	FEM	SEC	5
9501	2018-06-11	0	Proactivo	No	215.8	1200	1017.57	0	2	168.36	37	2	0	0	No	No	215.8	2000	B	GUAYAQUIL	27	FEM	SEC	4
9502	2018-06-24	0	Proactivo	No	2274.86	5000	1629.44	0	2	74.59	20	2	0	1556.9659	Si	Si	1950.81	0	A	GUAYAQUIL	43	FEM	SEC	4
9503	2018-06-07	0	Proactivo	No	924.47	1366.6666	877.1583	0	2	235.08	16	4	0	293.061	Si	Si	924.47	0	A	GUAYAQUIL	49	MAS	UNI	2
9504	2018-06-20	0	Proactivo	No	3849.24	4200	3440.6233	0	2	485.44	48	1	0	2284.7839	Si	Si	11381.1	0	A	QUITO	30	MAS	SEC	3
9505	2018-06-25	0	Proactivo	Si	996.76	1000	918.905	3	2	145.52	41	2	0	13.4375	Si	Si	996.76	0	D	QUITO	40	MAS	SEC	5
9506	2018-06-30	0	Proactivo	No	3481.53	5000	4677.0333	1	2	582.59	22	3	0	204.6625	Si	Si	3481.53	0	B	GUAYAQUIL	25	MAS	SEC	4
9507	2018-06-05	1	Proactivo	No	1098.54	1100	1241.5383	5	2	0	7	3	0	4.196	Si	Si	1098.54	0	B	GUAYAQUIL	43	MAS	SEC	5
9508	2018-06-07	0	Proactivo	No	127.75	1600	563.5583	0	2	102.89	31	2	0	43.7193	Si	Si	127.75	0	A	RIOBAMBA	47	FEM	UNI	5
9509	2018-06-27	0	Proactivo	No	966.46	1516.6666	817.8716	3	2	38.25	0	3	0	45.8249	Si	Si	966.46	0	A	GUAYAQUIL	34	FEM	SEC	5
9510	2018-06-22	0	Proactivo	No	1475.49	1516.6666	826.4766	4	2	81.26	6	5	0	153.6974	Si	Si	1475.49	0	A	QUITO	42	MAS	SEC	1
9511	2018-06-17	0	Proactivo	Si	473.26	800	736.4166	0	2	111.76	37	3	0	48.7311	Si	Si	476.93	0	C	GUAYAQUIL	24	FEM	SEC	0
9512	2018-06-08	0	Proactivo	Si	642.82	800	667.9316	0	2	0	13	1	0	240.3768	Si	Si	607.46	0	A	GUAYAQUIL	49	MAS	UNI	3
9513	2018-06-16	0	Proactivo	No	2604.06	5000	4139.9583	0	2	0	46	1	0	880.2726	Si	Si	2363.27	0	A	QUITO	28	FEM	SEC	5
9514	2018-06-24	0	Proactivo	Si	1049.3	1200	1063.435	0	2	0	17	3	0	606.242	Si	Si	1212.7	0	B	LATACUNGA	43	MAS	SEC	5
9515	2018-06-19	0	Proactivo	No	4066.33	4300	4158.7716	10	2	33.93	0	4	0	957.6522	Si	Si	4053.17	0	A	QUITO	28	FEM	SEC	1
9516	2018-06-18	0	Proactivo	Si	883.25	1200	962.4733	2	2	0	15	2	0	45.1178	Si	Si	883.25	0	A	AMBATO	25	MAS	SEC	4
9517	2018-06-15	0	Proactivo	No	538.85	600	599.235	0	10	0	12	1	0	0	No	No	538.85	0	A	GUAYAQUIL	44	MAS	UNI	1
9518	2018-06-07	0	Proactivo	Si	288.48	1200	357.6783	0	2	56.5	7	1	0	196.5726	Si	Si	272.61	0	A	QUITO	34	MAS	SEC	2
9519	2018-06-29	0	Proactivo	No	170.59	2000	775.9766	0	10	272.88	6	4	0	0	No	No	341.18	0	A	GUAYAQUIL	34	MAS	SEC	1
9520	2018-06-29	0	Proactivo	Si	1000	1200	419.4816	0	2	157.05	5	1	0	345.9775	Si	Si	894.39	0	A	LOJA	35	FEM	SEC	3
9521	2018-06-23	0	Proactivo	Si	1160.76	1200	1425.57	0	2	155.69	8	2	0	28.9418	Si	Si	1092.92	0	E	GUAYAQUIL	43	FEM	SEC	0
9522	2018-06-24	0	Proactivo	No	0	600	650.695	0	2	188.63	7	3	0	159.8973	Si	Si	664.91	0	C	QUITO	23	MAS	SEC	2
9523	2018-06-22	0	Proactivo	No	1090.82	1033.3333	451.53	11	2	289.07	7	3	0	74.4724	Si	Si	1024.43	0	A	QUITO	47	MAS	UNI	5
9524	2018-06-02	0	Proactivo	No	229.98	900	12.52	0	2	83.37	38	1	0	816.9616	Si	Si	229.98	0	A	GUAYAQUIL	36	FEM	SEC	2
9525	2018-06-28	0	Proactivo	No	2285.36	4100	1203.525	0	2	113.76	21	4	0	276.085	Si	Si	1951.8	0	A	CUENCA	41	MAS	SEC	1
9526	2018-06-03	0	Proactivo	No	168.17	1266.6666	786.6566	0	2	151.76	31	4	0	1008.7096	Si	Si	150.61	0	A	GUAYAQUIL	43	FEM	SEC	3
9527	2018-06-03	0	Proactivo	Si	1040.82	1100	873.655	1	2	0	7	2	0	75.4442	Si	Si	879.2	0	A	GUAYAQUIL	29	MAS	SEC	5
9528	2018-06-21	0	Proactivo	Si	124.93	1100	243.305	0	2	0	22	1	0	260.769	Si	Si	278.38	0	A	QUITO	30	FEM	SEC	2
9529	2018-06-15	0	Proactivo	No	464.96	5000	231.04	0	2	21.92	17	3	0	5363.9075	Si	Si	506.66	0	A	GUAYAQUIL	46	MAS	UNI	4
9530	2018-06-19	0	Proactivo	No	1179.31	1416.6666	1474.895	0	10	244.32	0	1	0	0	No	No	1179.31	0	A	GUAYAQUIL	48	MAS	UNI	2
9531	2018-06-12	0	Proactivo	No	717.84	1616.6666	339.5916	0	2	177.72	8	2	0	882.9011	No	No	487.53	0	A	GUAYAQUIL	31	MAS	SEC	4
9532	2018-06-28	0	Proactivo	No	856.61	1333.3333	1052.7383	0	10	0	23	4	0	0	No	No	868.75	0	A	GUAYAQUIL	26	MAS	SEC	2
9533	2018-06-30	0	Proactivo	No	879.33	900	816.4266	0	2	64.35	38	2	0	51.2655	Si	Si	879.33	0	A	QUITO	34	FEM	SEC	3
9534	2018-06-21	0	Proactivo	No	4132.15	5000	4638.015	0	2	335.78	0	4	0	100.6734	Si	Si	4671.56	0	A	QUITO	46	MAS	UNI	1
9535	2018-06-10	0	Proactivo	No	3661.33	5000	3646.7833	0	2	720.41	3	2	0	4222.7338	Si	Si	3706.57	0	A	QUITO	35	MAS	SEC	0
9536	2018-06-05	0	Proactivo	Si	1171.42	1000	1042.5433	4	2	106.58	8	2	0	21.2554	Si	Si	1184.74	0	A	QUITO	42	MAS	SEC	4
9537	2018-06-01	0	Proactivo	Si	0	5000	48.15	0	2	0	0	2	0	967.252	No	No	15571.71	0	A	QUITO	49	MAS	UNI	5
9538	2018-06-24	0	Proactivo	No	2374.16	4300	2492.27	1	8	629.22	15	1	0	2367.6911	Si	Si	2442.49	0	A	QUITO	45	MAS	UNI	1
9539	2018-06-23	0	Proactivo	No	785.91	800	909.935	0	2	15.15	8	2	0	15.9199	Si	Si	785.91	0	A	QUITO	46	MAS	UNI	1
